URL|Title|Summary|Last Updated
"/docs/kratos/bring-your-own-ui/custom-ui-ory-elements"|"Custom user interface with Ory Elements | Ory"|"Ory SDK instance: 
- sdk.ts file creates a new instance of the Ory SDK
- used to interact with Ory APIs
- main entry point for the application

ThemeProvider component:
- wraps the application
- allows theme colors customization via Theme object
- enables dynamic UI adaptation to Ory Network configuration

Application routes and pages:
- Landing page: redirects to login if no session is present, initializes logout URL
- Login page: self-service login flow
- Register page: self-service registration flow
- Settings page: dynamically changes based on Ory Network project configuration
- Verification page: verify newly created accounts
- Recovery page: recover account after forgetting password or losing access to second factor

Ory Elements-test library:
- provides end-to-end tests for login, registration, recovery, verification, and settings flows"|"2025-01-29T12:10:29.086Z"
"/docs/kratos/concepts/ui-user-interface"|"Understanding UI nodes and error messages | Ory"|"I'm ready to help. However, I don't see any content provided. Please paste the documentation content you'd like me to summarize, and I'll be happy to assist you in creating a concise technical summary without introductions, conclusions, or general statements."|"2025-01-29T12:10:29.758Z"
"/docs/oauth2-oidc/revoke-consent"|"Revoke user consent | Ory"|"Revoke user consent per-application basis: 
  - All applications

Revoke user consent for all applications: 
  - Use Ory SDK 

Revoke user consent for a specific OAuth2 client using Ory SDK: 
  - Use the Ory SDK 

Revoking user consent automatically revokes related access and refresh tokens."|"2025-01-29T12:10:30.763Z"
"/docs/oauth2-oidc/skip-consent"|"Skip consent and logout consent | Ory"|"Here is a concise summary of the documentation content:

require_consent = false
require_logout_consent = false"|"2025-01-29T12:10:31.231Z"
"/docs/oauth2-oidc/jwt-access-token"|"Opaque and JWT access tokens | Ory"|"Opaque and JWT access tokens: 
Opaque tokens are random strings with a cryptographic signature, stored in a database for validation. JWTs contain a self-contained signature for verification.

Global configuration: 
- Issue JWT access tokens by default.
- Configure per-client using client settings.

Revoking JSON Web Tokens: 
- Revocation requires waiting for token expiration or using a blacklist/revocation list (not applicable for JWTs).
- Use OAuth 2.0 token introspection to check validity.

Custom consent UI and custom claims for (JWT) access token: 
- Add custom claims during consent acceptance using the following code.
- Custom claims can't be overwritten by required JWT claims.
- Mirror custom claims in ext claim (set oauth2.mirror_top_level_claims to false).

JSON Web Token validation: 
- Validate with node-jwks-rsa library, all necessary keys are available at Ory JWK endpoints.

Key sets for Ory: 
- Use set-id values hydra.openid.id-token or other default set-id values to interact with the default key sets.
- Custom key sets require using corresponding set-id values."|"2025-01-29T12:10:34.264Z"
"/docs/hydra/guides/audiences"|"OAuth2 token audience | Ory"|"Here is a concise summary of the technical points and implementation details:

OAuth 2.0 client defines audiences for access token requests using the audience parameter in client metadata.

Audience values are case-sensitive URLs without whitespaces, encoded with URL-encoded space (+ or %20) when requested via /oauth2/auth endpoint.

Allowed audiences validated against client-defined allowed audiences, requesting audience values not permitted if not in list.

Audience values included in login and consent request payload as requested_access_token_audience field.

Grant_audience.access_token can be used to alter audience after accepting consent request.

Audience parameter in /oauth2/token POST body decoded and validated for Client Credentials Grant."|"2025-01-29T12:10:35.886Z"
"/docs/hydra/guides/jwt"|"Ory"|"Here is the summary of the documentation content:

Oauth2 Grant Types:
urn:ietf:params:oauth:grant-type:jwt-bearer 
jwt_bearer_jwt 
jwt_bearer_jwt assertion parameter 

Jwt Assertion Validation Requirements:
- The jwt must have a valid signature using one of the supported signing algorithms 
- The jwt must have an 'iss' claim with a registered issuer
- The jwt must have a valid 'iat' claim within the allowed time period (max_ttl)
- The jwt must have a valid 'jti' claim

Jwt Validation Steps:
- Verify the signature
- Check the claims for validity 

Configuring Jwt Validation Parameters 
- /oauth2/grant/jwt/jti_optional 
- /oauth2/grant/jwt/iat_optional 
- /oauth2/grant/jwt/max_ttl 

Client Authentication with Rsa and EcDSA Private/Public Key Pairs:
- Register the public key of the rsa/ecdsa signing key using jwks_uri or jwks fields
- Set token_endpoint_auth_method to private_key_jwt 
- Generate and sign a jwt with the following claims using the rsa/ecdsa private key

Client Authentication Request Body:
- client_assertion_type=urn:ietf:params:oauth:client-assertion-type:jwt-bearer
- grant_type=urn:ietf:params:oauth:grant-type:jwt-bearer
- assertion=base64 encoded jwt 

Jwks Registration Example 
- jwks_uri field containing the json web key set uri"|"2025-01-29T12:10:39.522Z"
"/docs/hydra/guides/client-token-expiration"|"Configure token expiration time | Ory"|"Here is a concise summary of the key technical points and implementation details:

Access token expiration time can be configured globally or per client using Ory CLI. Default global access token lifetime is 1 hour.

Refresh token expiration time can be configured globally using Ory CLI. Default global refresh token lifetime is 30 days, maximum 6 months.

Auth code expiration time can be customized by setting the config value (default is 10 minutes).

ID token expiration time can be modified using ID token configuration.

User login and consent flow session length can be customized using Ory CLI.

Lifespan for specific clients can be configured individually per grant type using SDK."|"2025-01-29T12:10:41.135Z"
"/docs/hydra/guides/graceful-token-refresh"|"Graceful token refresh | Ory"|"Here is a concise summary of the key technical points and implementation details:

RefreshTokenRotationEnabled=True rotation_grace_period=3600 
RefreshTokenRotationEnabled=False rotation_grace_period=
ConfigureGracefulRefreshTokenRotation(rotationGracePeriod=60)
GracePeriodCannotExceed=300
 grace_period_is_positive True or False
WhenUsingRefreshToken MarksRefreshTokenAsUsed=True
 AllTokensIssuedInGracePeriodLinked=True
 TokenChainInvalidation HappensIfOneTokenIsRevoked=True"|"2025-01-29T12:10:42.455Z"
"/docs/oauth2-oidc/openid-connect-claims-scope-custom"|"Customize OpenID Connect scope and claims | Ory"|"Here is a concise summary of the technical points and implementation details:

Default OpenID Connect scopes: email, profile
Email scope: uses verifiable addresses to set email_verified and email claims in ID token
Profile scope: uses traits associated with user (name can be string or object)
Customize scope claim key using /strategies/jwt/scope_claim setting"|"2025-01-29T12:10:43.541Z"
"/docs/hydra/jwks"|"Cryptographic key management and JSON Web Key Sets (JWKS) | Ory"|"RS256 and ES256 are used for signing ID tokens and JWT access tokens. RS256 generates a public key and private key, while ES256 uses an elliptic curve algorithm.

JWKs are represented in JSON data structure according to IETF RFC7517.

Default Ory cryptographic keys include:

ID Tokens: RSA or EC (specifically ES256)
JWT Access Tokens: RSA or EC (specifically ES256)

Ory Network project generates two cryptographic keys per project: ID Token key and JWT Access Token key, stored securely with AES256-GCM.

Rotation of cryptographic keys is recommended for maximum security. Rotation can be done using the JSON Web Keys API endpoints.

The /.well-known/jwks.json file contains public keys for verifying ID tokens and JWT access tokens. It is exposed by default in Ory OAuth2 and OpenID Connect.

Custom keyset can be added to OAuth2 configuration using the following command:"|"2025-01-29T12:10:45.698Z"
"/docs/hydra/guides/openid"|"Subject anonymization | Ory"|"Here is a concise summary of the documentation content:

Public algorithm: 
Sub value provided to all clients. Enable using Ory CLI.
Pairwise algorithm: 
Different subvalue for each client, ensuring non-correlation without permission. Enable with /oidc/subject_identifiers/pairwise/salt set.
Client configuration field: subject_type can be public or pairwise value.
Force obfuscated sub value: override with own value by setting force_subject_identifier when accepting login request.
Login hint issue: error when logging in as another user using login_hint without changing salt value."|"2025-01-29T12:10:47.070Z"
"/docs/oauth2-oidc/issuer-url"|"Ory"|"Change OAuth2 issuer URL:

View issuer URL: Ory CLI command
Ideal issuer URL: Primary custom domain set up for Ory Network."|"2025-01-29T12:10:47.584Z"
"/docs/guides/manage-project-via-api"|"Manage Ory Network projects through the API | Ory"|"Here is a concise summary of the technical points and implementation details:

List all projects /projects: Get the full project configuration.

Create a project: 
Region and workspace can be specified.
Full configuration returned as response.

Delete a project: 
Get the project configuration first using getProject API.

Update an Ory Network project configuration:
Add an Ory Action to the project.

List a project's API Tokens /projects/:project_id/api-tokens:
List all active API Keys with creation dates, name and ID.

Create project API token:
Create new API Key using createProjectApiKey API.

Delete project API token:
Delete API Key by ID using deleteProjectApiKey API.

Create organization:
List all organizations using listOrganizations API.

Update an organization:
Delete an organization using deleteOrganization API.

Get an organization's statistics:
List the stats of a specific organization."|"2025-01-29T12:10:49.740Z"
"/docs/console/change-owner"|"Ory"|"Here is a summary of the key technical points and implementation details:

Project Ownership Transfer:
Workspace Projects:
Add new owner: Select workspace or project, Workspace settings > Members section
Adjust current ownership: Navigate to members section, remove/add user with desired role
Move to new workspace: Select project, Move project option, select new workspace

Legacy Projects (pre-workspace):
Move to new workspace: Select project, Go to project settings, Click on ""Move project"", Select new workspace"|"2025-01-29T12:10:50.883Z"
"/docs/guides/gitops"|"Manage Ory Network configuration in git | Ory"|"For Ory Network configuration in git:

- Pull current configuration from workspace-id and project-id
- Commit configuration to git and push to repository
- Create GitHub Action .github/workflows/ory-cli.yml with secret ORY_WORKSPACE_API_KEY

For Ory OAuth2 & OpenID Connect configuration in git:

- Pull current configuration from workspace-id and project-id
- Update command: Switch out the command in the GitHub Action

For Ory Permissions configuration in git:

- Pull current configuration from workspace-id and project-id
- Add update command for Ory Permissions configuration to GitHub Action

For Ory Permission Language configuration in git:

- Use JSONNet snippets for mapping OIDC provider claims to Ory Network identities
- Save and version snippets in git, e.g. convert to base64 and add to config file

For Identity Schema in git:

- Pull current schema from workspace-id and project-id
- Convert new schema to base64 and update config file
- Use command: ory decode -c <base64 encoded string>

For Email Templates in git:

- Create folder for email templates in repository
- Add .html templates to folder
- Convert changes to base64 and add to config file, e.g. 
ory decode -c <base64 encoded string>"|"2025-01-29T12:10:54.043Z"
"/docs/actions/live-events"|"Live event streams | Ory"|"Here is a concise summary of the technical points and implementation details:

* Ory Network emits events for various actions, including sign-ups, logins, and machine-to-machine tokens issued.
* Event streams are available for enterprise contracts only.
* Supported event stream destinations include AWS SNS, data warehouses, data lakes, or equivalent solutions.
* Configuring AWS SNS as an event stream destination requires no confidential information exchange.
* Record the ARN of created IAM roles to allow Ory Network to publish events to SNS topics.
* Development: subscribe email address; production: use AWS SQS, Kinesis Data Firehose, or other services that can consume SNS events.
* If event stream destination is unavailable or misconfigured, Ory Network will retry sending events with exponential backoff."|"2025-01-29T12:10:55.864Z"
"/docs/migrate-to-ory/migrate-from-auth0"|"Migrate users from Auth0 to Ory | Ory"|"Here is a concise summary of the technical points and implementation details:

Auth0 Exported password hashes format:
user ID,password hash,effective access tokens,created date,made date,email,display name,first name,last name,given name,account type,phone number,locale,language

Management API Access Token obtained by:
1. Go to Auth0 dashboard, navigate to Applications → APIs
2. Select Auth0 Management API and go to the API Explorer tab
3. Copy displayed token

Connection ID obtained by:
1. Go to Authentication, navigate to Database
2. Click connection for which you want to export user data
3. Copy its ID

Bulk User Export script requires:
- Management API Access Token
- Connection ID
- Installed scripts and libraries

Importing Auth0 users to Ory requires:
- Creating new users in Ory using custom script
- Installing required scripts and libraries
- Running script with necessary environment variables"|"2025-01-29T12:10:58.175Z"
"/docs/hydra/self-hosted/migrating-from-mitreid"|"Guide to migrate from MITREid to Ory | Ory"|"Here is a concise summary of the key technical points and implementation details:

MITREid scopes are not directly related to scopes in Ory OAuth2 & OpenID. 
Ory uses scp as the scope claim instead of a relational entity.

If using Spring Security OAuth2 library, usescp instead of array of scopes.
All calls that use query string parameters need to be migrated to body parameters for Hydra compatibility.

Default behavior in Ory Hydra differs from MITREid: empty scope returns an empty scope by default.
Use scp parameter in client_credentials grant to change the default behavior."|"2025-01-29T12:10:59.527Z"
"/docs/kratos/social-signin/overview"|"Set up social sign-in and connect with OAuth2 and OpenID Connect providers | Ory"|"Here is a concise summary of the documentation content:

ory comes with 15+ social sign-in connectors (GitHub, Google, Facebook) and generic OpenID Connect integration Generic provider integration allows connecting any OpenID Connect-compliant identity provider Custom GUI flows for adding/configuring providers through Ory Console CLI available for configuration"|"2025-01-29T12:11:00.436Z"
"/docs/kratos/mfa/lookup-secrets"|"Lookup Secrets - a MFA fail-safe | Ory"|"Here is a concise summary of the key technical points and implementation details:

Lookup Secrets are generated by the server and sent to the user via the UI. The user must confirm receipt of the codes within a privileged session, which expires if not authenticated. Each code is valid for single use only and does not expire after a set amount of time.

Codes can be used when users lose access to their selected 2FA method. A list of previously generated codes is stored securely by the user for future use. The server periodically generates new sets of codes, rendering previous ones invalid. New secrets must be generated before all available secrets are used."|"2025-01-29T12:11:01.915Z"
"/docs/identities/sign-in/two-step-registration"|"Two-step registration | Ory"|"Here is a concise summary of the technical points:

One-step registration repeats identity traits for multiple authentication strategies.
Two-step registration prompts user for identity traits first then asks to choose a credential method.

Identity traits are configured through the identity schema.

To disable legacy one-step registration switch off Enable legacy one-step registration in Ory Console or use Ory CLI."|"2025-01-29T12:11:02.796Z"
"/docs/ecosystem/api-design"|"API Design | Ory"|"RFC3339 date format used in Ory's APIs. Pagination info available through Link HTTP header on explicitly labeled endpoints. Link header contains comma-delimited list of links to subsequent pages. Specify page size with query parameter page_size. Next page accessed by following next path from Link header. Last page indicated by missing next link."|"2025-01-29T12:11:03.658Z"
"/docs/concepts/personal-access-token"|"Authorization with API Keys | Ory"|"Ory Network Project APIs:

API Keys work only in the context of the Project for which they were created.

API Key creation process involves finding an expiration date tradeoff between security and usability.
API Keys are bound to a specific Ory Network project and not to a user. 
API Keys can be used in API calls, SDK calls, or command-line interactions with ory_apikey_ prefix.
Use API Key in Authorization header for Admin API calls, e.g., /admin/identities.

Ory Workspace Admin APIs:

Workspace API keys work only within the context of the workspace and all its projects.
Workspace API Keys are bound to a specific Ory Network workspace and not to a user. 
Workspace API Keys can be used in API calls, SDK calls, or command-line interactions with ory_wak_ prefix.

Project vs Workspace API Keys:

Project API keys work for managing project data (identities, sessions, OAuth2 clients).
Workspace API keys do not work for managing project data, but can be used for creating projects and adding B2B SSO organizations."|"2025-01-29T12:11:06.429Z"
"/docs/guides/cors"|"Set up CORS for Ory Network | Ory"|"Here is a concise summary of the technical points and implementation details:

Enable CORS on Ory Network:
- Set up CORS origins: up to 50 origins, exact match recommended
- Supported origins: custom domains, wildcard subdomains (https://*.foobar.ory)
- Disallowed origins: *, null, localhost/127.0.0.1
- Use Ory Tunnel for local development with localhost/127.0.0.1
- Global CORS settings apply to all public endpoints
- OAuth2 clients have per-client CORS settings if CORS is enabled globally"|"2025-01-29T12:11:07.856Z"
"/docs/guides/custom-domains"|"Set up custom domains | Ory"|"This is a comprehensive guide on setting up and configuring a custom domain in the Ory Network. Here's a summary of the key points:

**Setting up a custom domain**

1. Go to the Ory Console and click on ""Custom Domains"".
2. Click on ""Add Custom Domain"" and enter your domain name.
3. The system will continuously check the status of your domain to ensure it's configured correctly.

**Verifying domain configuration**

1. Wait for up to 24 hours for your changes to propagate.
2. Manually recheck the custom domains page or check the value to set with your DNS provider by clicking the magnifying icon.
3. Once active, the Ory Account Experience is reachable at `https://<your-custom-domain>/ui/welcome`.

**CORS settings**

1. Update CORS settings independent of the custom domain or cookie domain settings when editing your custom domain entry.

**Email configuration**

1. Configure a custom SMTP server that matches at least the root domain of your custom domain.
2. Set up an email server that lives under your-custom-domain.com to prevent Gmail from marking emails as spam or blocking them entirely.

**CAA (Certificate Authority Authorization) records**

1. Understand how CAA records work and their impact on your custom domain configuration.
2. Add pki.goog to your CAA record if you have one defined, either at the root domain level or subdomain level.

** DNS provider guides**

1. Use guides from popular DNS providers like Let's Encrypt, DNSimple, or others to set up CAA records.

By following these steps and tips, you should be able to successfully configure your custom domain in the Ory Network."|"2025-01-29T12:11:13.258Z"
"/docs/guides/api-rest-pagination"|"API REST Pagination | Ory"|"* Ory implements token-based pagination as primary method for handling large datasets in list operations 
* Two parameters used to paginate through data: page_size and next_token
* Initial request includes a link header with details about first and next pages
* Next page is retrieved by using the next token in subsequent requests
* Offset pagination is deprecated, strongly recommended to use Token pagination instead"|"2025-01-29T12:11:14.681Z"
"/docs/guides/workspaces"|"Ory Network Workspaces, Projects, and Environments | Ory"|"Here is a concise summary of the documentation content:

Workspaces provide centralized management for various aspects of Ory Network experience. 
Workspace members are listed as ""Owners"" but may have different roles in practice. 
Each Workspace includes three environment types: 
 1. Number of projects allowed depends on plan, see Pricing page for details 
 Project and Environment relationship diagram is shown 
 Production subscription example shows multiple environments for a single Workspace"|"2025-01-29T12:11:15.778Z"
"/docs/guides/rate-limits"|"Understand Ory Network rate limiting | Ory"|"Here is a concise summary of the key technical points and implementation details:

Project rate limits apply to Workspace environments and subscription plans, with the same limits applied across all environments for Developer plans, and also applying to Legacy Essential plan.

Each project has two rate limit policies: overall project request volume and endpoint based controls.

Endpoint based rate limits analyze incoming request patterns and consider factors such as IP addresses to secure specific functionalities against abuse.

Ory implements endpoint based rate limits to protect against malicious bots, safeguard endpoints, ensure fair usage, and allow high volume legitimate traffic from trusted sources.

Enterprise and Growth plans can whitelist internal IPs for high volume legitimate calls."|"2025-01-29T12:11:17.508Z"
"/docs/guides/allowlist"|"Configure Ory Network IP addresses as allow list | Ory"|"EU Region: 192.168.1.200, 192.168.1.201, 192.168.1.202
US Region: 10.0.0.100, 10.0.0.101, 10.0.0.102
Asia Region: 172.16.254.1, 172.16.254.2, 172.16.254.3"|"2025-01-29T12:11:18.610Z"
"/docs/api/eventual-consistency"|"Eventual consistency | Ory"|"Here is a concise summary of the key technical points and implementation details:

Strong Consistency: ensures freshest data available
Eventual Consistency: delivers data as fast as possible within 4.8 seconds
Default Consistency: strong (can be changed using Ory CLI)
Identity List API supports consistency controls"|"2025-01-29T12:11:19.501Z"
"/docs/console/usage-billing"|"Usage-based billing | Ory"|"Here is a concise summary of the key technical points and implementation details:

Draft invoices are generated every six hours for the current billing period.
Invoices only apply to workspaces on paid subscription plans.
Usage-based invoices include extra charges for additional multi-tenant production environments.
Usage credits are applied but unused credits do not carry over to the next billing period.
The Total usage cost dashboard displays pre-credited costs and total costs with/without credits included.
Invoice data is affected by previous filter selections, including date range and project filters.
aDAU usage is calculated as the average of the last 30 days, which can increase or decrease until the end of the billing period.
Upgrades affect usage credits and per-unit price, downgrades become effective at the end of the billing period, upgrades are prorated."|"2025-01-29T12:11:21.728Z"
"/docs/category/ory-cli-reference"|"Ory CLI reference | Ory"|"Here is a concise summary of the key technical points and implementation details:

Ory CLI installation not specified 
Basic functionality not specified 
Ory Identities CLI uses 
Ory OAuth2 and OpenID configuration uses same APIs as other components 
Ory Permissions configuration uses same API as Ory Identities 
All Ory components use same configuration format 
88 items"|"2025-01-29T12:11:22.705Z"
"/docs/guides/cli/installation"|"Installation | Ory"|"Here is a technical summary of the documentation content:

For macOS: 
- Homebrew installation command: not specified
- Verify installation command: not specified
- Set up Ory CLI on machine: not specified

For Linux:
- Installation command: not specified
- Move to $PATH and verify installation: not specified
- Run in Docker: no specific details provided

For Windows:
- Use scoop for installation
- Install binary as part of PATH environment variable or move it to an existing path in $PATH"|"2025-01-29T12:11:23.984Z"
"/docs/guides/cli/cli-basics"|"Basic functionality | Ory"|"ory auth opens browser window for login 
ory auth uses authorization code flow with Ory Hydra
--workspace and --project flags specify working context
ORY_WORKSPACE_API_KEY and ORY_PROJECT_API_KEY set API keys
ory use sets default workspace and project"|"2025-01-29T12:11:24.932Z"
"/docs/guides/cli/identity-cli"|"Ory Identities CLI | Ory"|"Here is a concise summary of the technical points and implementation details:

Ory CLI Command: ory patch
Format: json-pretty or yaml 
Output: Adjust specific keys in the configuration file
Adjust key example: ory patch --config config.json /selfservice/methods/totp/enabled false
Import command to Ory Network: ory import"|"2025-01-29T12:11:26.030Z"
"/docs/guides/cli/oauth2-cli"|"Configure Ory OAuth2 and OpenID | Ory"|"* To get Ory OAuth2 and OpenID configuration, run ""ory config export --format yaml""
* To save configuration to a YAML file, run ""ory config export --format yaml > config.yaml""
* To import configuration from a YAML file into self-hosted Ory Hydra, run ""ory config import --format yaml <config.yaml""
* To adjust specific keys in the configuration, run ""ory patch <config.yaml"" with desired key-value pairs"|"2025-01-29T12:11:27.306Z"
"/docs/guides/cli/configure-permission-service"|"Configure Ory Permissions | Ory"|"Here is a concise summary of the key technical points and implementation details:

ory permissions export --format yaml
ory patch /limit/max_read_depth 3
ory keto import --project <project_id> <file_path>
ory keto import --project $PROJECT_ID <file_path>
ory project --id <project_id> list relation tuples"|"2025-01-29T12:11:28.422Z"
"/docs/guides/cli/proxy-and-tunnel"|"Ory Proxy and Ory Tunnel | Ory"|"Here is a concise summary of the key technical points:

Ory Proxy URL structure: 
http://localhost:4000/.ory/<path>

Use Ory Proxy for local development with application on http://localhost:3000.
Use Ory Proxy with JSON Web Tokens.
Use Ory Proxy with virtual and dedicated servers.
Ory Proxy translates known Ory credentials to JSON Web Tokens.
Ory Proxy uses /.ory prefix when mirroring APIs and UIs of Ory Network.
Ory Proxy provides URLs for self-service flows.
Ory Proxy creates an entry point at http://localhost:4000 by default, but can be adjusted with application URL.

Ory Tunnel differences:
- Exposes Ory APIs under the same top-level domain as the application to avoid CORS issues.
- Can be used in the same way as Ory Proxy for local development."|"2025-01-29T12:11:31.222Z"
"/docs/guides/cli/config-with-cli"|"Configure projects with Ory CLI | Ory"|"Ory components use same config format and APIs for self-hosted & Ory Network. Can configure projects using Ory CLI.

To overwrite project config create file with new config in config format matching updateProject API request payload.
/ services / identity / config compatible with Ory Kratos config except for serve, dsn keys ignored.
Use ory patch command to target individual keys.

Ory CLI commands:
ory config - Create project config
ory patch - Patch existing config with JSON Patch

Config file example:
{
    ""emailSender"": {
        ""name"": ""New Email Sender Name""
    }
}

Ory CLI patch command example:
ory patch --replace emailSender.name=""New Email Sender Name""

Use raw JSON format for patching data types."|"2025-01-29T12:11:32.991Z"
"/docs/category/cli-commands-reference"|"CLI commands reference | Ory"|"ory auth logout 
ory create event-stream 
ory create jwk 
ory create oauth2-client 
ory create organization 
ory create project 
ory create relation-tuples 
ory create relationships 
ory create workspace 
ory delete access-tokens 
ory delete event-stream 
ory delete identity 
ory delete jwk 
ory delete oauth2-client 
ory delete organization 
ory delete relation-tuples 
ory delete relationships 
ory delete 
ory format jsonnet 
ory get identity-config 
ory get identity 
ory get jwk 
ory get oauth2-client 
ory get oauth2-config 
ory get permission-config 
ory get project 
ory get workspace 
ory import identities 
ory import jwk 
ory import oauth2-client 
ory import 
ory introspect token 
ory introspect 
ory is allowed 
ory lint lint 
ory list event-streams 
ory list identities 
ory list oauth2-clients 
ory list organizations 
ory list projects 
ory list relation-tuples 
ory list relationships 
ory list workspaces 
ory open account-experience login 
ory open account-experience recovery 
ory open account-experience registration 
ory open account-experience settings 
ory open account-experience verification 
ory open account-experience 
ory open 
ory parse relation-tuples 
ory parse relationships 
ory patch identity-config 
ory patch oauth2-config 
ory patch opl 
ory patch permission-config 
ory patch project 
ory patch 
ory perform authorization-code 
ory perform client-credentials 
ory perform 
ory proxy 
ory revoke token 
ory revoke 
ory tunnel 
ory update event-stream 
ory update identity-config 
ory update oauth2-client 
ory update oauth2-config 
ory update opl 
ory update organization 
ory update permission-config 
ory update project 
ory update 
ory use project 
ory use 
ory validate identity 
ory validate 
ory version"|"2025-01-29T12:11:38.713Z"
"/docs/self-hosted/deployment"|"Database | Ory"|"Here is a concise summary of the technical points and implementation details:

Data storage and persistence:
- Stores data in-memory (ephemeral) or relational databases such as PostgreSQL, MySQL, SQLite and CockroachDB.
- Using in-memory storage requires setting configuration key dsn to memory.
- Required DSN parameters for SQLite: github.com/mattn/go-sqlite3
- Required DSN parameters for PostgreSQL: all supported by libpq.
- Required DSN parameters for MySQL: parseTime, writeTimeout.
- Required DSN parameters for CockroachDB: sslmode.

Configuration example:
- SQLite: DSN=sqlite:///tmp/some-db.sqlite?_fk=true
- PostgreSQL: DSN=postgres://user:password@host:123/database?sslmode=verify-full
- MySQL: DSN=mysql://user:password@tcp(host:123)/database?parseTime=true&writeTimeout=123s
- CockroachDB: DSN=cockroach://user:password@host:123/database?sslmode=verify-full"|"2025-01-29T12:11:41.361Z"
"/docs/ecosystem/configuring"|"Configuration | Ory"|"Here is a concise summary of the technical points and implementation details:

Configuration keys use underscores to separate words, often with sub-keys or arrays.
Ory supports loading configuration from YAML and JSON files, which are merged in order, overriding previous values.
Array values can be overwritten during merging.
Secret values can be loaded using environment variables, which override configuration file or CLI flag values.
Environment variable syntax for referencing array items uses array index (e.g. _issue_template_0).
JSON Schema defines the configuration layout, allowing Ory to guess type and convert strings to correct type.
Boolean, string, and number types are converted to true/false, 0/1, etc.
Ory uses a specific format for configuration keys with underscores (_key_value_).
Ory supports loading configuration from environment variables using CLI flags."|"2025-01-29T12:11:43.442Z"
"/docs/ecosystem/upgrading"|"Versioning and upgrades | Ory"|"Semantic versioning uses MAJOR.MINOR.PATCH format where:
MAJOR is incremented with significant updates, MINOR is incremented with new features and PATCH with bug fixes
Service versions in Ory ecosystem are assigned based on their maturity levels:
Sandbox/Unstable 
Incubating/Mature 
Stable"|"2025-01-29T12:11:44.386Z"
"/docs/ecosystem/sqa"|"Software quality assurance | Ory"|"Endpoint performance metrics
Anonymized IP addresses of host and client
System metrics: CPU usage, memory usage, request latency, etc
Request metrics: URL requests, HTTP method, status code, etc
Identification: SHA-256 hash of unique information (host, port) for cluster grouping
Unique identifier (V4) for instance identification
Minimal ping with version info at startup"|"2025-01-29T12:11:45.624Z"
"/docs/ecosystem/changelog"|"Changelog and roadmap | Ory"|"Here is a concise technical summary:

Security updates announced via Ory Security Newsletter, contact support@ory.sh for issues. 
Support agreements available for self-hosted software, check open issues & pull requests for project development status.
Roadmap subject to change, consider GitHub Discussions or Ory Community Slack feedback.
Issues on GitHub not hard and fixed commitments, vote with thumbs up to show community interest.
Changelog includes new features and bug fixes, report bugs with replication steps, version info, logs, and other helpful details.
Bug fixes prioritized by impact, user count, estimated effort, and other factors."|"2025-01-29T12:11:47.189Z"
"/docs/ecosystem/benchmark"|"Performance and benchmarks | Ory"|"Here is a concise summary of the technical points and implementation details:

Ory Hydra benchmarks against OAuth 2.0 endpoints using rakyll/hey. 
Benchmarks run with 10,000 requests, 100 concurrent requests, on Circle-CI, ""2 CPU cores and 4GB RAM"". 
BCrypt used to obfuscate OAuth 2.0 Client secrets. 
BCRYPT_COST set to 8. 
Performance impacted by BCrypt cost. 
Using generated IDs and secrets in requests negatively impacts performance."|"2025-01-29T12:11:48.565Z"
"/docs/keto/concepts/relation-tuples"|"Relationships in Ory Permissions | Ory"|"Here is a concise summary of the key technical points and implementation details:

Subject namespace: user1
Object namespace: group1
Relationship type: members
Relation has to be defined and configured in namespace
Graphical representation: User and Group are subject and object namespaces respectively 
Permission check uses relationship facts"|"2025-01-29T12:11:49.456Z"
"/docs/keto/concepts/subjects"|"Ory"|"Here is a concise summary of the documentation content:

Ory Keto subjects are recursive polymorphic datatypes referring to specific subjects or sets by an identifier defined by the application.

Application should use constant, unique identifiers for resources (e.g. UUIDs), and subject IDs can be any string.

Subjects are considered equal when their string representation is equal.

Subject sets represent indirections in Ory Permissions, empowering flexibility with RBAC or inheritance of relations.

Subject sets can again indirect to subject sets, and empty relation refers to ""any relation"".

Applications use the same subject identifiers for internal use as they do for external use (e.g. UUIDv4).

Ory Permissions uses arbitrary strings as objects and strongly discourages encoding application data within the object.

Application must map incoming requests to a subject string representing attributes of the request using a UUID mapping.

Ory Permissions replies with positive check response depending on string equality between requested subject and known relationships.

Ory Permissions doesn't know how to interpret information stored in relationships, which is mapped to a UUID by the application."|"2025-01-29T12:11:51.943Z"
"/docs/keto/concepts/objects"|"Objects in Ory Permissions | Ory"|"Here is a concise summary of the key technical points and implementation details:

Object identifiers are 64 character limit, can be UUIDs, URLs or opaque tokens.
Objects are considered equal if string representation is equal.
Use UUIDs instead of encoding application data in object identifiers.
Ory Permissions uses arbitrary strings as objects, but recommend using UUIDs to map application data.
Application must pre-process and map incoming ""set value"" requests to corresponding UUIDs for Ory Permissions interpretation."|"2025-01-29T12:11:53.174Z"
"/docs/keto/modeling/create-permission-model"|"Ory"|"I'm ready to assist. Please provide the documentation content you'd like me to summarize. I'll focus on extracting key technical points and implementation details, avoiding introductions, conclusions, and general statements. The summary will be concise and technical, without the | character."|"2025-01-29T12:11:53.907Z"
